ID,LABEL
1125If you're ever doing take out, order the pad thai without the onions and peanuts & you'll get so much more for your money. I'm a regular customer and the
,POSITIVE
1126Great decor, great service, Great homemade food using local ingredients!
,POSITIVE
1127I've used Camelback Moving twice; Labor Day 2014 (Barstow, CA to Phoenix) and then an in town move here in Phoenix back in February of 2015.  The two moves
,POSITIVE
1128Update - The zip-line was a lot of fun! It was half priced for their winter rates on Jan 4th - $10 a ride.
,POSITIVE
1129The pizza is okie don't get me wrong just wished they were bigger for the price you pay,The squash soup is very good.
,POSITIVE
1130I love there chocolate covered strawberries.. they are the best. Will be back for birthday cakes
,POSITIVE
1131Good pizza, quick. A little awkward walking in to an empty restaurant with 15 employees lined up all echoing "welcome to Blaze Pizza!" But the room filled up a few
,POSITIVE
1132Love 2001 Cleaners. I only have a few items that need to be dry cleaned, but these guys always do the job. Pretty standard, really. Come in, drop off your
,POSITIVE
1133If you were a member at CrossFit Maricopa and wonder what happened to Coaches Natalie Guarnery, Jennifer Faust, Mike Vigil or Shawn Hanrahan- Head on over to CrossFit 347! Nathan
,POSITIVE
1134I hate to give something related to Boys & Girls Club less than 3 stars, but I just wasn't impressed.  While BGC is a great organization, my first experience
,POSITIVE
1135I really wanted to love this place. Looking at Yelp and checking all the crazy pancakes they had to offer, I was excited to try this place. When I tasted
,POSITIVE
1136Perfect little road stop. Quiet, super chill atmosphere. They normally serve breakfast only til 11am but made an exception for us since they had breakfast fixin's still. We hadn't even
,POSITIVE
1137There were so many positive things about Proper that I couldn't help but give it 5 stars. I went here with my boyfriend the other day and both of us
,POSITIVE
1138Today was a hungover, let's get some cheap pizzas kinda of day.  LC is right across the street from my apartment so we came here for their $5 Hot
,POSITIVE
1139Gave this 5 stars, but it's NOT fancy or upscale at all, just so you know that. What it is: Excellent food (see the other reviews), service (very pleasant &
,POSITIVE
1140I had come to yama sushi about five other times and the food was always great for the price.  I recently went with 2 other girlfriends for a night
,POSITIVE
1141Crowded, disorganized and overpriced.The tea selection is ok, but mostly "fashion" teas. 2 ounces of basic Orange Roiboos set me back $16!No organized lines for drinks or just loose tea.
,POSITIVE
1142Amazing store, amazing customer service and fast.These guys are fantastic. I felt like I was treated and cared for like a friend. I had a new script and 3 frames
,POSITIVE
1143Great prices! Handbags were 50% off and you take an extra 20% off. I ended up getting a cross body bag for only $40!
,POSITIVE
1144Nothings changed. no Boarshead. 2nd rate products. A meat counter that lies about their products.  Kiddies are still in charge. Bring back Bill. I'll stick to Fry's Superstore.
,POSITIVE
1145Once again I had to feed my sushi addiction with my lovely girlfriend. We went to the place and soon became very disappointed, thinking this was going to compare to
,POSITIVE
1146Definitely the shortest wait for a Cheesecake Factory I've ever had! We waited about 15+ minutes on a Friday night, which I consider to be great. In addition, I especially
,POSITIVE
1147Carlos working the grill was very courteous and respectful. Nice to see customer oriented service still is alive in some establishments.  The al pastor is excellent and the carne
,POSITIVE
1148I called Maciano`s pizza. I was put on hold. They took my order. Pizza came, paid the guy and when i looked on the box Rosati`s name was on it.
,POSITIVE
1149I made the mistake of trying this place without first consulting Yelp.  You can do far, far better in every respect.  BLT (Mirage), Holsteins (Cosmopolitan), and Gordon Ramsay
,POSITIVE
1150I drove past on  July 28 2012. This one is closed.
,POSITIVE
1151I bought a package on Living Social for five cleanings from this company.  FIrst, I checked that I was in their geographic area by putting in my zip code,
,POSITIVE
1152This place is probably the cheapest middle eastern food in town. I love it. If you're on a shoestring (read ASU students), then you can have a meal here for
,POSITIVE
1153William makes the best gyro you can get in Pttsburgh, hands down, and the baklava is also TOPS.It'll always be him outside at the stand if it's open... the legendary
,POSITIVE
1154You get what you pay for and for what I paid, I guess I shouldn't have expected much more. The food was good, but nothing out of the ordinary for
,POSITIVE
1155This is by far the worst steakhouse! We ordered the filet and the Wagyu steak both over cooked had to send back 1/2 hour later still waiting. Waiter nor manger
,POSITIVE
1156I have had better at Woodlands but this was good. Heard they stopped buffet but don't know if it is true if so I am not sure I will be
,POSITIVE
1157Do not shop with this company and particularly with this individual shop. I bought a $100 pair of headphones here that do not work. I spoke directly with the manager
,POSITIVE
1158Two stars because they're tax free and on base, woohoo! No more stars because service is always slow! Regardless of whether or not there are other patrons...the employees are quite
,POSITIVE
1159I love their food, but their awful music keeps me from dining in.
,POSITIVE
1160My husband and I were really in the mood for pho last week during the big rainstorm we had in the valley but we didn't want to drive all the
,POSITIVE
1161Obnoxious, arrogant, crowded. All the attitude of old school NYC clubs with none of the taste or originality. Gauche and shallow.
,POSITIVE
1162Fresh veg and inexpensive with some hard to find items. This is one of my day to day places to pick up vegetables. Service is functional and the place is
,POSITIVE
1163What a hidden gem in such a big city !! If you go to Vegas, you need to get the not so secret steak special. Its not on the menu
,POSITIVE
1164Portions are HUGE! The taste is really something to experience with a hamburger, my wife and I really liked the atmosphere as we sat outside on the patio.  Great
,POSITIVE
1165Payless Car Rental - what can you expect? Not a whole lot. For the price, they get the job done. You can get a functioning rental car with decent customer
,POSITIVE
1166No continental breakfast for $200.00 a night?! The pizza was good though. I would say just an okay hotel, not great.
,POSITIVE
1167I was excited about coming here after sampling their food at the taste of Madison over the summer. we made a reservation for a party of 8 for 6:30pm. After
,POSITIVE
1168Whoa. This was some good stuff. I went here on sunday with my mom and my sister in law because I had a groupon. I am soooo glad I bought
,POSITIVE
1169We had breakfast here this morning.  Portions are large so if you go with someone who wants the same item as you, share if you can.  We had
,POSITIVE
1170Do not use credit cards here, especially at the gas pump. There are card cloning machines installed and you will be robbed. The merchants have been notified but be safe
,POSITIVE
1171We visited the Midnight Diner last week for the first time.  We went around 10 a.m. for breakfast on Black Friday.  I was first impressed by the size
